date,year,month,product,bank,total_volume,approved_pct,bd_pct,td_pct,total_decline_pct
2022-01-01,2022,1,NFS,RBL Bank Limited,0.67,82.05,13.25,3.79,17.04
2022-01-01,2022,1,NFS,Lakshmi Vilas Bank,0.64,82.49,15.72,0.92,16.64
2022-01-01,2022,1,NFS,"Jila Sahakari Kendriya Bank Maryadit,Raipur",0.64,73.79,20.73,4.81,25.54
2022-01-01,2022,1,AEPS,State Bank of India,84.14,74.52,20.85,4.07,24.92
2022-01-01,2022,1,AEPS,Punjab National Bank,29.12,79.59,15.81,4.02,19.83
2022-01-01,2022,1,AEPS,Union Bank of India,25.85,77.48,13.33,8.64,21.97
2022-01-01,2022,1,AEPS,Bank of Baroda,25.54,63.35,34.57,1.51,36.08
2022-01-01,2022,1,AEPS,Indian Bank,23.78,67.74,16.25,15.48,31.73
2022-01-01,2022,1,AEPS,Central Bank of India,21.92,80.89,15.9,2.6,18.5
2022-01-01,2022,1,AEPS,Baroda Uttar Pradesh Gramin Bank,16.87,70.92,23.87,4.52,28.39
2022-01-01,2022,1,AEPS,Bank of India,15.21,74.51,17.03,7.86,24.89
2022-01-01,2022,1,AEPS,Canara Bank,10.56,82.58,15.57,1.36,16.93
2022-01-01,2022,1,AEPS,India Post Payment Bank,8.06,65.78,19.96,13.72,33.68
2022-01-01,2022,1,AEPS,UCO Bank,6.36,79.88,14.88,4.7,19.580000000000002
2022-01-01,2022,1,AEPS,Uttar Bihar Grameen Bank,5.84,76.51,14.43,8.49,22.92
2022-01-01,2022,1,AEPS,Dakshin Bihar Gramin Bank erstwhile Madhya Bihar Gramin Bank,5.55,81.83,12.86,4.56,17.419999999999998
2022-01-01,2022,1,AEPS,Prathma UP Gramin Bank erstwhile Sarva UP Gramin Bank,5.28,80.25,13.93,5.22,19.15
2022-01-01,2022,1,AEPS,Aryavart Bank erstwhile Gramin Bank of Aryavart,5.04,68.05,28.13,3.26,31.39
2022-01-01,2022,1,AEPS,Bangiya Gramin Vikash Bank,4.82,45.99,6.27,47.52,53.790000000000006
2022-01-01,2022,1,AEPS,Baroda Rajasthan Kshetriya Gramin Bank,3.95,82.26,14.95,1.98,16.93
2022-01-01,2022,1,AEPS,Indian Overseas Bank,3.89,85.41,10.02,4.13,14.149999999999999
2022-01-01,2022,1,AEPS,Chhattisgarh Rajya Gramin Bank,3.77,72.06,17.19,10.18,27.37
2022-01-01,2022,1,AEPS,Madhya Pradesh Gramin Bank erstwhile Narmada Jhabua Gramin Bank,2.91,85.94,10.93,2.45,13.379999999999999
2022-01-01,2022,1,AEPS,Bank of Maharashtra,2.69,79.83,16.94,2.69,19.630000000000003
2022-01-01,2022,1,AEPS,Rajasthan Marudhara Gramin Bank,2.36,59.94,9.58,29.67,39.25
2022-01-01,2022,1,AEPS,Madhyanchal Gramin Bank,2.19,77.67,15.13,6.55,21.68
2022-01-01,2022,1,AEPS,Utkal Gramin Bank,2.27,84.11,11.03,4.47,15.5
2022-01-01,2022,1,AEPS,Karnataka Gramin Bank erstwhile Pragathi Krishna Gramin Bank,2.11,83.89,13.91,1.9,15.81
2022-01-01,2022,1,AEPS,Andhra Pradesh Grameena Vikash Bank,1.79,79.92,13.68,6.1,19.78
2022-01-01,2022,1,AEPS,ICICI Bank,1.67,78.62,19.2,1.6,20.8
2022-01-01,2022,1,AEPS,Indusind Bank,1.58,83.02,12.88,3.5,16.380000000000003
2022-01-01,2022,1,AEPS,Airtel Payment Bank,1.57,74.57,19.79,5.18,24.97
2022-01-01,2022,1,AEPS,HDFC Bank,1.58,70.89,24.9,3.87,28.77
2022-01-01,2022,1,AEPS,Punjab & Sind Bank,1.28,69.64,19.49,10.21,29.7
2022-01-01,2022,1,AEPS,Jharkhand Rajya Gramin Bank erstwhile Vananchal Gramin Bank,1.23,72.02,19.21,8.12,27.33
2022-01-01,2022,1,AEPS,Baroda Gujarat Gramin Bank,1.14,77.11,18.81,3.53,22.34
2022-01-01,2022,1,AEPS,Andhra Pragathi Grameena Bank,1.09,73.7,20.22,5.85,26.07
2022-01-01,2022,1,AEPS,IDBI Bank,1.06,77.41,16.44,5.67,22.11
2022-01-01,2022,1,AEPS,Fino Payments Bank,1.05,74.65,19.37,5.49,24.86
2022-01-01,2022,1,AEPS,Telangana Grameena Bank,0.98,84.91,10.43,4.26,14.69
2022-01-01,2022,1,AEPS,Karnataka Vikas Grameena Bank,0.86,80.6,15.52,3.61,19.13
2022-01-01,2022,1,AEPS,Odisha Gramya Bank,0.8,84.86,10.57,4.12,14.690000000000001
2022-01-01,2022,1,AEPS,Uttar Banga Kshetriya Gramin Bank,0.81,84.95,10.62,4.1,14.719999999999999
2022-01-01,2022,1,AEPS,Sarva Haryana Gramin Bank,0.68,80.51,14.85,4.15,19.0
2022-01-01,2022,1,AEPS,Axis Bank,0.89,75.2,23.47,0.91,24.38
2022-01-01,2022,1,AEPS,Tripura Gramin Bank,0.79,53.9,19.02,26.72,45.739999999999995
2022-01-01,2022,1,AEPS,Federal Bank,0.81,93.78,4.17,1.74,5.91
2022-01-01,2022,1,AEPS,Paytm Payments Bank,0.72,80.94,16.2,2.44,18.64
2022-01-01,2022,1,AEPS,Punjab Gramin Bank,0.43,67.54,27.29,4.37,31.66
2022-01-01,2022,1,AEPS,IDFC First Bank,0.4,70.58,18.79,10.21,29.0
2022-01-01,2022,1,AEPS,Vidarbha Konkan Gramin Bank,0.34,86.25,11.12,2.17,13.29
2022-01-01,2022,1,AEPS,TamilNadu Grama Bank erstwhile Pallavan Grama Bank,0.36,68.29,12.87,16.15,29.019999999999996
2022-01-01,2022,1,AEPS,Suryoday Small Finanace Bank,0.38,88.4,4.25,6.97,11.219999999999999
2022-01-02,2022,1,NFS,State Bank of India,97.96,84.11,13.03,2.07,15.1
2022-01-02,2022,1,NFS,Union Bank Of India,32.38,82.1,15.88,1.14,17.02
2022-01-02,2022,1,NFS,Canara Bank,28.74,78.01,20.85,0.4,21.25
2022-01-02,2022,1,NFS,Bank Of Baroda,28.28,81.34,14.93,2.78,17.71
2022-01-02,2022,1,NFS,Punjab National Bank,25.15,84.65,14.22,0.17,14.39
2022-01-02,2022,1,NFS,Indian Bank,24.16,75.99,13.66,9.62,23.28
2022-01-02,2022,1,NFS,HDFC Bank,22.62,86.93,11.85,0.19,12.04
2022-01-02,2022,1,NFS,Bank Of India,20.1,81.37,16.14,1.66,17.8
2022-01-02,2022,1,NFS,ICICI Bank,15.3,86.6,12.21,0.27,12.48
2022-01-02,2022,1,NFS,Axis Bank,13.43,86.01,11.09,1.86,12.95
2022-01-02,2022,1,NFS,Central Bank of India,11.66,77.86,20.95,0.36,21.31
2022-01-02,2022,1,NFS,Indian Overseas Bank,9.46,80.79,15.0,3.41,18.41
2022-01-02,2022,1,NFS,Bank of Maharashtra,8.04,79.38,15.18,4.55,19.73
2022-01-02,2022,1,NFS,UCO Bank,7.69,83.1,14.62,1.43,16.05
2022-01-02,2022,1,NFS,Federal Bank,7.49,85.29,12.5,1.44,13.94
2022-01-02,2022,1,NFS,Kotak Mahindra Bank,6.83,81.7,16.95,0.45,17.4
2022-01-02,2022,1,NFS,Indusind Bank,5.54,86.79,11.36,1.03,12.389999999999999
2022-01-02,2022,1,NFS,IDBI Bank,5.39,83.81,14.45,0.77,15.219999999999999
2022-01-02,2022,1,NFS,Karnataka Bank,3.74,81.67,17.14,0.37,17.51
2022-01-02,2022,1,NFS,Karur Vysya Bank,3.58,85.7,12.78,0.66,13.44
2022-01-02,2022,1,NFS,Ujjivan Small Finance Bank Limited,3.11,79.49,18.92,0.81,19.73
2022-01-02,2022,1,NFS,Paytm Payments Bank Ltd,2.8,83.54,15.2,0.41,15.61
2022-01-02,2022,1,NFS,IDFC,2.7,85.38,12.6,1.09,13.69
2022-01-02,2022,1,NFS,Yes Bank Ltd,2.65,87.6,10.69,0.73,11.42
2022-01-02,2022,1,NFS,Bandhan Bank limited,2.42,83.1,15.9,0.17,16.07
2022-01-02,2022,1,NFS,The South Indian Bank,2.24,84.72,13.1,1.36,14.459999999999999
2022-01-02,2022,1,NFS,Punjab and Sind Bank,1.99,69.55,18.85,10.72,29.57
2022-01-02,2022,1,NFS,Fino Payments Bank,1.84,78.72,20.07,0.36,20.43
2022-01-02,2022,1,NFS,Department of Post,1.77,76.94,20.65,1.7,22.349999999999998
2022-01-02,2022,1,NFS,Jammu and Kashmir Bank,1.76,81.12,16.58,1.27,17.849999999999998
2022-01-02,2022,1,NFS,City Union Bank,1.57,82.19,16.22,0.76,16.98
2022-01-02,2022,1,NFS,Tamilnaad Mercantile Bank,1.43,74.56,18.07,6.56,24.63
2022-01-02,2022,1,NFS,ESAF Small Finance Bank,1.4,76.93,21.97,0.35,22.32
2022-01-02,2022,1,NFS,Kerala Gramin Bank,1.34,82.12,17.14,0.2,17.34
2022-01-02,2022,1,NFS,Andhra Pradesh Grameena Vikas Bank,1.17,63.1,30.55,5.78,36.33
2022-01-02,2022,1,NFS,Yes Bank ? Prepaid ? YP2,1.13,71.99,26.6,0.68,27.28
2022-01-02,2022,1,NFS,Pragathi Krishna Gramin Bank,1.13,76.94,20.69,1.69,22.380000000000003
2022-01-02,2022,1,NFS,Fincare Small Finance Bank Limited,1.08,71.93,27.26,0.11,27.37
2022-01-02,2022,1,NFS,Saraswat Co-operative Bank,0.89,86.19,11.49,1.28,12.77
2022-01-02,2022,1,NFS,Maharashtra Gramin Bank,0.84,82.06,15.71,1.2,16.91
2022-01-02,2022,1,NFS,Equitas Small Finance Bank Ltd.,0.79,84.69,13.22,1.17,14.39
2022-01-02,2022,1,NFS,Andhra Pragathi Grameena Bank,0.74,63.72,18.93,16.75,35.68
2022-01-02,2022,1,NFS,AU Small Finance Bank,0.74,85.32,13.15,0.46,13.610000000000001
2022-01-02,2022,1,NFS,Standard Chartered Bank,0.74,86.46,12.1,0.35,12.45
2022-01-02,2022,1,NFS,DBS Bank,0.69,82.62,15.63,0.78,16.41
2022-01-02,2022,1,NFS,Citibank,0.68,88.08,10.37,0.41,10.78
2022-01-02,2022,1,NFS,Chhattisgarh  Gramin Bank,0.67,80.52,16.43,2.27,18.7
2022-01-02,2022,1,NFS,RBL Bank Limited,0.63,85.1,13.1,0.87,13.969999999999999
2022-01-02,2022,1,NFS,Lakshmi Vilas Bank,0.59,82.59,15.53,1.07,16.599999999999998
2022-01-02,2022,1,NFS,Karnataka Vikas Grameena Bank,0.56,74.42,17.45,7.38,24.83
2022-01-02,2022,1,AEPS,State Bank of India,66.82,73.74,21.3,3.77,25.07
2022-01-02,2022,1,AEPS,Punjab National Bank,22.56,83.0,14.64,1.19,15.83
2022-01-02,2022,1,AEPS,Central Bank of India,17.9,77.69,15.75,5.41,21.16
2022-01-02,2022,1,AEPS,Bank of Baroda,19.02,62.0,34.76,2.27,37.03
2022-01-02,2022,1,AEPS,Indian Bank,17.12,70.69,18.56,9.51,28.07
2022-01-02,2022,1,AEPS,Union Bank of India,15.99,79.72,14.98,4.11,19.09
2022-01-02,2022,1,AEPS,Bank of India,11.92,77.96,17.94,2.9,20.84
2022-01-02,2022,1,AEPS,Baroda Uttar Pradesh Gramin Bank,10.67,80.05,16.5,2.23,18.73
2022-01-02,2022,1,AEPS,Canara Bank,7.89,81.55,16.37,0.96,17.330000000000002
2022-01-02,2022,1,AEPS,Uttar Bihar Grameen Bank,5.99,63.31,11.75,23.81,35.56
2022-01-02,2022,1,AEPS,Bangiya Gramin Vikash Bank,7.47,91.66,2.99,4.59,7.58
2022-01-02,2022,1,AEPS,India Post Payment Bank,5.93,65.57,28.68,4.72,33.4
2022-01-02,2022,1,AEPS,Dakshin Bihar Gramin Bank erstwhile Madhya Bihar Gramin Bank,4.9,85.01,12.58,1.01,13.59
2022-01-02,2022,1,AEPS,UCO Bank,4.96,81.25,15.48,2.05,17.53
2022-01-02,2022,1,AEPS,Aryavart Bank erstwhile Gramin Bank of Aryavart,5.22,85.86,12.36,0.9,13.26
2022-01-02,2022,1,AEPS,Utkal Gramin Bank,5.22,92.25,2.95,3.57,6.52
2022-01-02,2022,1,AEPS,Chhattisgarh Rajya Gramin Bank,3.32,74.81,16.16,7.91,24.07
2022-01-02,2022,1,AEPS,Baroda Rajasthan Kshetriya Gramin Bank,3.14,81.82,15.25,1.49,16.74
2022-01-02,2022,1,AEPS,Indian Overseas Bank,2.92,85.98,10.76,2.18,12.94
2022-01-02,2022,1,AEPS,Prathma UP Gramin Bank erstwhile Sarva UP Gramin Bank,2.84,85.15,12.49,1.16,13.65
2022-01-02,2022,1,AEPS,Madhya Pradesh Gramin Bank erstwhile Narmada Jhabua Gramin Bank,2.21,84.92,12.97,0.74,13.71
2022-01-02,2022,1,AEPS,Bank of Maharashtra,2.08,79.37,16.14,3.25,19.39
2022-01-02,2022,1,AEPS,Karnataka Gramin Bank erstwhile Pragathi Krishna Gramin Bank,1.85,82.81,13.56,2.85,16.41
2022-01-02,2022,1,AEPS,Rajasthan Marudhara Gramin Bank,1.71,80.28,12.9,5.29,18.19
2022-01-02,2022,1,AEPS,Indusind Bank,1.93,76.21,19.13,3.37,22.5
2022-01-02,2022,1,AEPS,Madhyanchal Gramin Bank,1.65,75.81,12.96,9.89,22.85
2022-01-02,2022,1,AEPS,ICICI Bank,1.38,75.89,19.2,3.69,22.89
2022-01-02,2022,1,AEPS,Airtel Payment Bank,1.4,71.3,25.05,2.71,27.76
2022-01-02,2022,1,AEPS,Jharkhand Rajya Gramin Bank erstwhile Vananchal Gramin Bank,1.17,73.27,16.62,8.73,25.35
2022-01-02,2022,1,AEPS,HDFC Bank,1.33,68.77,26.66,3.92,30.58
2022-01-02,2022,1,AEPS,Punjab & Sind Bank,0.98,61.45,17.38,19.96,37.34
2022-01-02,2022,1,AEPS,IDBI Bank,0.91,71.89,16.54,10.54,27.08
2022-01-02,2022,1,AEPS,Fino Payments Bank,0.93,75.98,18.25,4.83,23.08
2022-01-02,2022,1,AEPS,Sarva Haryana Gramin Bank,0.69,82.92,14.27,1.81,16.08
2022-01-02,2022,1,AEPS,Baroda Gujarat Gramin Bank,0.69,78.09,17.84,2.61,20.45
2022-01-02,2022,1,AEPS,Andhra Pradesh Grameena Vikash Bank,0.74,75.22,17.45,6.13,23.58
2022-01-02,2022,1,AEPS,Uttar Banga Kshetriya Gramin Bank,0.66,85.31,12.96,0.76,13.72
2022-01-02,2022,1,AEPS,Axis Bank,0.73,71.8,26.38,1.0,27.38
2022-01-02,2022,1,AEPS,Tripura Gramin Bank,0.62,66.68,20.35,12.1,32.45
2022-01-02,2022,1,AEPS,Andhra Pragathi Grameena Bank,0.63,76.48,16.74,5.86,22.599999999999998
2022-01-02,2022,1,AEPS,Karnataka Vikas Grameena Bank,0.59,78.77,15.79,4.44,20.23
2022-01-02,2022,1,AEPS,Suryoday Small Finanace Bank,0.69,87.87,1.46,10.27,11.73
2022-01-02,2022,1,AEPS,Paytm Payments Bank,0.62,76.53,19.17,3.4,22.57
2022-01-02,2022,1,AEPS,Telangana Grameena Bank,0.52,85.7,11.21,1.61,12.82
2022-01-02,2022,1,AEPS,Federal Bank,0.59,89.23,7.56,2.5,10.059999999999999
2022-01-02,2022,1,AEPS,Odisha Gramya Bank,0.43,83.35,12.23,3.28,15.51
2022-01-02,2022,1,AEPS,IDFC First Bank,0.32,65.59,18.91,14.57,33.480000000000004
2022-01-02,2022,1,AEPS,Punjab Gramin Bank,0.27,64.88,30.48,2.95,33.43
2022-01-02,2022,1,AEPS,Vidarbha Konkan Gramin Bank,0.27,85.87,11.83,0.89,12.72
2022-01-02,2022,1,AEPS,Karnataka Bank,0.22,67.96,28.68,2.33,31.009999999999998
2022-01-03,2022,1,NFS,State Bank of India,108.69,85.07,13.64,0.54,14.18
2022-01-03,2022,1,NFS,Union Bank Of India,36.61,83.52,15.29,0.26,15.549999999999999
2022-01-03,2022,1,NFS,Canara Bank,33.49,74.67,24.14,0.49,24.63
2022-01-03,2022,1,NFS,Bank Of Baroda,31.71,81.57,16.19,1.28,17.470000000000002
2022-01-03,2022,1,NFS,Punjab National Bank,29.4,81.62,14.99,2.48,17.47
2022-01-03,2022,1,NFS,Indian Bank,25.87,80.62,14.08,4.51,18.59
2022-01-03,2022,1,NFS,HDFC Bank,25.59,86.9,11.93,0.14,12.07
2022-01-03,2022,1,NFS,Bank Of India,21.8,81.72,16.52,0.9,17.419999999999998
2022-01-03,2022,1,NFS,ICICI Bank,17.07,86.47,11.83,0.74,12.57
2022-01-03,2022,1,NFS,Axis Bank,15.27,85.31,12.15,1.51,13.66
2022-01-03,2022,1,NFS,Central Bank of India,13.17,76.99,21.99,0.19,22.18
2022-01-03,2022,1,NFS,Indian Overseas Bank,11.13,77.29,14.6,7.33,21.93
2022-01-03,2022,1,NFS,Bank of Maharashtra,9.02,79.12,15.47,4.49,19.96
2022-01-03,2022,1,NFS,UCO Bank,8.96,81.13,14.76,3.26,18.02
2022-01-03,2022,1,NFS,Federal Bank,8.46,85.79,12.96,0.44,13.4
2022-01-03,2022,1,NFS,Kotak Mahindra Bank,7.92,79.28,16.5,3.31,19.81
2022-01-03,2022,1,NFS,Indusind Bank,6.6,86.53,11.55,1.1,12.65
2022-01-03,2022,1,NFS,IDBI Bank,6.06,84.04,14.61,0.36,14.969999999999999
2022-01-03,2022,1,NFS,Karnataka Bank,4.18,82.07,16.44,0.62,17.060000000000002
2022-01-03,2022,1,NFS,Karur Vysya Bank,4.06,85.99,12.67,0.44,13.11
2022-01-03,2022,1,NFS,Ujjivan Small Finance Bank Limited,3.38,79.54,19.17,0.49,19.66
2022-01-03,2022,1,NFS,Paytm Payments Bank Ltd,3.21,83.35,15.59,0.22,15.81
2022-01-03,2022,1,NFS,IDFC,3.1,86.91,11.75,0.38,12.13
2022-01-03,2022,1,NFS,Yes Bank Ltd,3.06,87.89,10.95,0.15,11.1
2022-01-03,2022,1,NFS,Bandhan Bank limited,2.85,81.86,16.47,0.87,17.34
2022-01-03,2022,1,NFS,The South Indian Bank,2.54,82.93,13.68,2.55,16.23
2022-01-03,2022,1,NFS,Fino Payments Bank,2.25,78.36,19.88,0.91,20.79
2022-01-03,2022,1,NFS,Punjab and Sind Bank,2.15,76.9,21.02,1.08,22.1
2022-01-03,2022,1,NFS,Department of Post,2.04,73.82,22.69,2.78,25.470000000000002
2022-01-03,2022,1,NFS,Jammu and Kashmir Bank,1.92,79.62,19.23,0.27,19.5
2022-01-03,2022,1,NFS,City Union Bank,1.85,79.87,17.99,1.31,19.299999999999997
2022-01-03,2022,1,NFS,ESAF Small Finance Bank,1.74,74.63,24.1,0.53,24.630000000000003
2022-01-03,2022,1,NFS,Tamilnaad Mercantile Bank,1.61,77.05,18.29,3.79,22.08
2022-01-03,2022,1,NFS,Kerala Gramin Bank,1.47,81.64,17.52,0.29,17.81
2022-01-03,2022,1,NFS,Andhra Pradesh Grameena Vikas Bank,1.34,62.19,30.82,6.46,37.28
2022-01-03,2022,1,NFS,Fincare Small Finance Bank Limited,1.3,66.09,32.72,0.51,33.23
2022-01-03,2022,1,NFS,Pragathi Krishna Gramin Bank,1.27,75.48,22.0,1.82,23.82
2022-01-03,2022,1,NFS,Yes Bank ? Prepaid ? YP2,1.27,71.05,25.93,2.28,28.21
2022-01-03,2022,1,NFS,Maharashtra Gramin Bank,0.96,81.37,15.5,2.04,17.54
2022-01-03,2022,1,NFS,Saraswat Co-operative Bank,0.96,87.66,10.11,1.08,11.19
2022-01-03,2022,1,NFS,Equitas Small Finance Bank Ltd.,0.91,84.15,13.21,1.71,14.920000000000002
2022-01-03,2022,1,NFS,Andhra Pragathi Grameena Bank,0.86,65.29,22.96,11.12,34.08
2022-01-03,2022,1,NFS,AU Small Finance Bank,0.86,85.6,13.0,0.28,13.28
2022-01-03,2022,1,NFS,Standard Chartered Bank,0.8,86.86,11.72,0.31,12.030000000000001
2022-01-03,2022,1,NFS,Chhattisgarh  Gramin Bank,0.78,67.6,27.9,3.87,31.77
2022-01-03,2022,1,NFS,DBS Bank,0.75,82.18,16.14,0.64,16.78
2022-01-03,2022,1,NFS,Citibank,0.74,88.26,10.3,0.25,10.55
2022-01-03,2022,1,NFS,RBL Bank Limited,0.71,84.42,13.27,1.35,14.62
2022-01-03,2022,1,NFS,Karnataka Vikas Grameena Bank,0.7,63.07,14.67,21.61,36.28
2022-01-03,2022,1,NFS,Lakshmi Vilas Bank,0.68,79.8,16.54,2.87,19.41
2022-01-03,2022,1,AEPS,State Bank of India,72.51,74.68,21.26,3.25,24.51
2022-01-03,2022,1,AEPS,Punjab National Bank,24.65,82.33,15.19,1.74,16.93
2022-01-03,2022,1,AEPS,Central Bank of India,21.26,72.51,13.38,13.35,26.73
2022-01-03,2022,1,AEPS,Bank of Baroda,20.27,64.87,33.31,1.25,34.56
2022-01-03,2022,1,AEPS,Indian Bank,18.28,74.55,17.78,6.9,24.68
2022-01-03,2022,1,AEPS,Union Bank of India,17.05,83.08,15.34,0.76,16.1
2022-01-03,2022,1,AEPS,Baroda Uttar Pradesh Gramin Bank,14.06,72.88,20.26,6.26,26.520000000000003
2022-01-03,2022,1,AEPS,Bank of India,12.97,79.81,17.69,1.72,19.41
2022-01-03,2022,1,AEPS,Canara Bank,8.29,81.3,16.69,1.32,18.01
2022-01-03,2022,1,AEPS,Bangiya Gramin Vikash Bank,8.79,83.62,2.5,13.28,15.78
2022-01-03,2022,1,AEPS,Uttar Bihar Grameen Bank,5.82,75.62,13.31,10.26,23.57
2022-01-03,2022,1,AEPS,Dakshin Bihar Gramin Bank erstwhile Madhya Bihar Gramin Bank,5.61,85.23,12.08,1.9,13.98
2022-01-03,2022,1,AEPS,India Post Payment Bank,5.87,81.27,16.91,1.08,17.990000000000002
2022-01-03,2022,1,AEPS,UCO Bank,5.45,79.63,15.51,4.16,19.67
2022-01-03,2022,1,AEPS,Aryavart Bank erstwhile Gramin Bank of Aryavart,5.95,88.16,9.97,1.24,11.21
2022-01-03,2022,1,AEPS,Chhattisgarh Rajya Gramin Bank,3.57,71.78,14.05,13.38,27.43
2022-01-03,2022,1,AEPS,Indian Overseas Bank,3.42,87.34,10.12,1.83,11.95
2022-01-03,2022,1,AEPS,Prathma UP Gramin Bank erstwhile Sarva UP Gramin Bank,3.01,86.37,11.54,1.42,12.959999999999999
2022-01-03,2022,1,AEPS,Baroda Rajasthan Kshetriya Gramin Bank,2.77,81.15,15.29,2.83,18.119999999999997
2022-01-03,2022,1,AEPS,Utkal Gramin Bank,2.84,81.05,4.44,13.17,17.61
2022-01-03,2022,1,AEPS,Bank of Maharashtra,2.37,81.18,14.51,3.55,18.06
2022-01-03,2022,1,AEPS,Indusind Bank,2.56,79.26,17.59,2.6,20.19
2022-01-03,2022,1,AEPS,Madhya Pradesh Gramin Bank erstwhile Narmada Jhabua Gramin Bank,2.26,85.75,11.9,1.48,13.38
2022-01-03,2022,1,AEPS,Rajasthan Marudhara Gramin Bank,1.71,78.9,12.39,8.05,20.44
2022-01-03,2022,1,AEPS,Karnataka Gramin Bank erstwhile Pragathi Krishna Gramin Bank,1.7,73.88,13.42,11.99,25.41
2022-01-03,2022,1,AEPS,Madhyanchal Gramin Bank,1.75,73.91,11.36,13.94,25.299999999999997
2022-01-03,2022,1,AEPS,Jharkhand Rajya Gramin Bank erstwhile Vananchal Gramin Bank,1.35,74.42,15.13,9.29,24.42
2022-01-03,2022,1,AEPS,Airtel Payment Bank,1.56,74.88,22.11,2.4,24.509999999999998
2022-01-03,2022,1,AEPS,ICICI Bank,1.34,77.93,18.76,2.64,21.400000000000002
2022-01-03,2022,1,AEPS,HDFC Bank,1.31,67.53,28.28,3.78,32.06
2022-01-03,2022,1,AEPS,Punjab & Sind Bank,1.13,70.5,16.69,12.11,28.8
2022-01-03,2022,1,AEPS,Fino Payments Bank,1.09,76.36,17.0,6.02,23.02
2022-01-03,2022,1,AEPS,Suryoday Small Finanace Bank,1.18,90.02,0.67,8.69,9.36
2022-01-03,2022,1,AEPS,IDBI Bank,0.98,74.74,16.05,8.56,24.61
2022-01-03,2022,1,AEPS,Baroda Gujarat Gramin Bank,0.87,79.36,17.96,1.86,19.82
2022-01-03,2022,1,AEPS,Tripura Gramin Bank,0.9,49.57,17.59,32.1,49.69
2022-01-03,2022,1,AEPS,Andhra Pradesh Grameena Vikash Bank,0.83,80.2,16.08,3.03,19.11
2022-01-03,2022,1,AEPS,Sarva Haryana Gramin Bank,0.63,83.89,12.84,2.56,15.4
2022-01-03,2022,1,AEPS,Axis Bank,0.8,73.03,25.28,1.12,26.400000000000002
2022-01-03,2022,1,AEPS,Andhra Pragathi Grameena Bank,0.71,71.39,15.56,12.43,27.990000000000002
2022-01-03,2022,1,AEPS,Uttar Banga Kshetriya Gramin Bank,0.68,84.92,12.03,2.44,14.469999999999999
2022-01-03,2022,1,AEPS,Karnataka Vikas Grameena Bank,0.57,77.02,16.31,5.99,22.299999999999997
2022-01-03,2022,1,AEPS,Paytm Payments Bank,0.64,77.21,19.82,2.34,22.16
2022-01-03,2022,1,AEPS,Odisha Gramya Bank,0.55,80.94,12.76,5.36,18.12
2022-01-03,2022,1,AEPS,Telangana Grameena Bank,0.47,86.85,10.11,2.39,12.5
2022-01-03,2022,1,AEPS,Punjab Gramin Bank,0.4,68.34,28.26,2.7,30.96
2022-01-03,2022,1,AEPS,IDFC First Bank,0.33,69.99,19.11,10.26,29.369999999999997
2022-01-03,2022,1,AEPS,Vidarbha Konkan Gramin Bank,0.3,87.02,11.37,0.85,12.219999999999999
2022-01-03,2022,1,AEPS,TamilNadu Grama Bank erstwhile Pallavan Grama Bank,0.3,74.83,14.86,8.56,23.42
2022-01-03,2022,1,AEPS,Federal Bank,0.31,77.06,17.07,5.15,22.22
2022-01-04,2022,1,NFS,State Bank of India,110.37,84.03,13.81,1.39,15.200000000000001
2022-01-04,2022,1,NFS,Union Bank Of India,35.57,84.02,14.72,0.25,14.97
2022-01-04,2022,1,NFS,Canara Bank,31.16,79.48,19.24,0.47,19.709999999999997
2022-01-04,2022,1,NFS,Bank Of Baroda,30.66,79.88,17.71,1.39,19.1
2022-01-04,2022,1,NFS,Punjab National Bank,29.36,79.81,16.31,2.89,19.2
2022-01-04,2022,1,NFS,HDFC Bank,25.63,87.09,11.66,0.13,11.790000000000001
2022-01-04,2022,1,NFS,Indian Bank,25.4,80.66,15.1,3.42,18.52
2022-01-04,2022,1,NFS,Bank Of India,21.22,81.08,16.09,1.91,18.0
2022-01-04,2022,1,NFS,ICICI Bank,16.81,86.55,12.1,0.29,12.389999999999999
2022-01-04,2022,1,NFS,Axis Bank,15.69,80.99,14.04,3.94,17.98
2022-01-04,2022,1,NFS,Central Bank of India,12.71,76.84,21.51,0.74,22.25
2022-01-04,2022,1,NFS,Indian Overseas Bank,10.88,79.13,14.94,5.12,20.06
2022-01-04,2022,1,NFS,Federal Bank,8.63,83.88,13.85,1.46,15.309999999999999
2022-01-04,2022,1,NFS,Bank of Maharashtra,8.53,81.0,16.33,1.66,17.99
2022-01-04,2022,1,NFS,UCO Bank,8.52,83.47,15.04,0.56,15.6
2022-01-04,2022,1,NFS,Kotak Mahindra Bank,7.76,81.31,15.67,2.01,17.68
2022-01-04,2022,1,NFS,Indusind Bank,6.35,87.41,11.3,0.42,11.72
2022-01-04,2022,1,NFS,IDBI Bank,5.96,83.76,14.3,0.87,15.17
2022-01-04,2022,1,NFS,Karnataka Bank,4.03,81.05,16.47,1.55,18.02
2022-01-04,2022,1,NFS,Karur Vysya Bank,3.9,86.29,12.24,0.55,12.790000000000001
2022-01-04,2022,1,NFS,Ujjivan Small Finance Bank Limited,3.16,77.5,18.46,3.2,21.66
2022-01-04,2022,1,NFS,Yes Bank Ltd,3.08,86.04,12.74,0.17,12.91
2022-01-04,2022,1,NFS,IDFC,3.07,86.87,11.7,0.4,12.1
