date,year,month,product,bank,total_volume,approved_pct,bd_pct,td_pct,total_decline_pct
2021-01-11,2021,1,AEPS,Bank of Maharashtra,2.06,83.79,13.64,2.24,15.88
2021-01-11,2021,1,AEPS,Rajasthan Marudhara Gramin Bank,1.71,84.16,12.39,3.09,15.48
2021-01-11,2021,1,AEPS,Madhyanchal Gramin Bank,1.66,82.35,12.47,4.88,17.35
2021-01-11,2021,1,AEPS,Aryavart Bank erstwhile Gramin Bank of Aryavart,1.85,69.19,28.89,1.63,30.52
2021-01-11,2021,1,AEPS,Utkal Gramin Bank,1.69,79.07,10.62,10.05,20.67
2021-01-11,2021,1,AEPS,ICICI Bank,1.4,77.16,20.05,2.47,22.52
2021-01-11,2021,1,AEPS,Jharkhand Rajya Gramin Bank erstwhile Vananchal Gramin Bank,1.38,83.95,11.9,3.89,15.790000000000001
2021-01-11,2021,1,AEPS,Karnataka Gramin Bank erstwhile Pragathi Krishna Gramin Bank,1.22,86.43,9.85,3.45,13.3
2021-01-11,2021,1,AEPS,Punjab & Sind Bank,1.03,63.51,16.75,19.4,36.15
2021-01-11,2021,1,AEPS,Indusind Bank,1.22,81.25,14.9,3.54,18.44
2021-01-11,2021,1,AEPS,Airtel Payment Bank,1.13,76.18,19.38,4.2,23.58
2021-01-11,2021,1,AEPS,Axis Bank,1.15,83.62,14.81,1.36,16.17
2021-01-11,2021,1,AEPS,Andhra Pradesh Grameena Vikash Bank,0.1,81.38,13.15,5.21,18.36
2021-01-11,2021,1,AEPS,IDBI Bank,0.92,78.19,14.5,6.98,21.48
2021-01-11,2021,1,AEPS,Uttar Banga Kshetriya Gramin Bank,0.82,85.34,10.83,3.52,14.35
2021-01-11,2021,1,AEPS,Fino Payments Bank,0.86,75.22,18.04,6.45,24.49
2021-01-11,2021,1,AEPS,Tripura Gramin Bank,0.82,64.85,19.96,14.88,34.84
2021-01-11,2021,1,AEPS,Baroda Gujarat Gramin Bank,0.65,80.52,16.73,2.5,19.23
2021-01-11,2021,1,AEPS,Andhra Pragathi Grameena Bank,0.77,81.81,15.12,2.79,17.91
2021-01-11,2021,1,AEPS,Odisha Gramya Bank,0.61,84.89,11.13,3.67,14.8
2021-01-11,2021,1,AEPS,Sarva Haryana Gramin Bank,0.42,82.69,13.71,3.21,16.92
2021-01-11,2021,1,AEPS,Paytm Payments Bank,0.58,84.69,13.13,1.93,15.06
2021-01-11,2021,1,AEPS,Karnataka Vikas Grameena Bank,0.45,82.54,13.45,3.72,17.169999999999998
2021-01-11,2021,1,AEPS,Punjab Gramin Bank,0.31,70.73,27.3,1.53,28.830000000000002
2021-01-11,2021,1,AEPS,Telangana Grameena Bank,0.41,89.11,8.62,1.95,10.569999999999999
2021-01-11,2021,1,AEPS,TamilNadu Grama Bank erstwhile Pallavan Grama Bank,0.39,73.07,14.12,12.21,26.33
2021-01-11,2021,1,AEPS,IDFC First Bank,0.37,68.32,13.72,17.66,31.380000000000003
2021-01-11,2021,1,AEPS,Saptagiri Grameena Bank,0.3,73.22,19.91,6.59,26.5
2021-01-11,2021,1,AEPS,Federal Bank,0.32,91.39,7.2,1.17,8.370000000000001
2021-01-09,2021,1,NFS,State Bank of India,105.36,84.18,14.37,0.46,14.83
2021-01-09,2021,1,NFS,Union Bank Of India,34.56,81.86,15.77,1.39,17.16
2021-01-09,2021,1,NFS,Canara Bank,30.37,81.78,16.91,0.47,17.38
2021-01-09,2021,1,NFS,Bank of Baroda,29.43,82.28,16.04,0.65,16.689999999999998
2021-01-09,2021,1,NFS,Punjab National Bank,28.14,82.66,15.17,1.17,16.34
2021-01-09,2021,1,NFS,Indian Bank,23.59,83.55,14.76,0.81,15.57
2021-01-09,2021,1,NFS,HDFC Bank,22.92,89.24,9.26,0.33,9.59
2021-01-09,2021,1,NFS,Bank Of India,20.38,85.96,12.35,0.68,13.03
2021-01-09,2021,1,NFS,ICICI Bank,15.9,89.54,8.98,0.4,9.38
2021-01-09,2021,1,NFS,Axis Bank,14.29,87.26,10.29,1.29,11.579999999999998
2021-01-09,2021,1,NFS,Central Bank of India,13.36,77.55,21.23,0.33,21.56
2021-01-09,2021,1,NFS,Indian Overseas Bank,10.53,78.82,15.68,4.64,20.32
2021-01-09,2021,1,NFS,UCO Bank,8.39,78.51,16.54,4.11,20.65
2021-01-09,2021,1,NFS,Bank of Maharashtra,8.26,80.66,16.98,1.36,18.34
2021-01-09,2021,1,NFS,Federal Bank,7.1,87.06,11.42,0.62,12.04
2021-01-09,2021,1,NFS,Kotak Mahindra Bank,6.41,84.38,11.9,2.62,14.52
2021-01-09,2021,1,NFS,IDBI Bank,5.82,80.34,14.62,4.01,18.63
2021-01-09,2021,1,NFS,Indusind Bank,5.25,87.43,9.09,2.59,11.68
2021-01-09,2021,1,NFS,Karnataka Bank,4.17,80.05,17.61,1.44,19.05
2021-01-09,2021,1,NFS,Karur Vysya Bank,3.85,85.62,12.96,0.5,13.46
2021-01-09,2021,1,NFS,IDFC FIRST Bank Ltd,2.61,88.76,9.39,0.79,10.18
2021-01-09,2021,1,NFS,Yes Bank Ltd,2.54,85.97,11.47,1.56,13.030000000000001
2021-01-09,2021,1,NFS,Ujjivan Small Finance Bank Limited,2.52,80.54,17.87,0.69,18.560000000000002
2021-01-09,2021,1,NFS,Bandhan Bank limited,2.5,86.06,12.6,0.39,12.99
2021-01-09,2021,1,NFS,Paytm Payments Bank Limited,2.4,81.34,17.36,0.28,17.64
2021-01-09,2021,1,NFS,Punjab and Sind Bank,2.34,64.81,22.35,12.05,34.400000000000006
2021-01-09,2021,1,NFS,The South Indian Bank,2.32,83.99,13.67,1.44,15.11
2021-01-09,2021,1,NFS,Department of Post,1.75,77.51,19.47,2.24,21.71
2021-01-09,2021,1,NFS,City Union Bank,1.7,82.55,14.94,1.53,16.47
2021-01-09,2021,1,NFS,Jammu and Kashmir Bank,1.68,82.25,16.68,0.15,16.83
2021-01-09,2021,1,NFS,ESAF Small Finance Bank,1.66,76.02,22.37,0.85,23.220000000000002
2021-01-09,2021,1,NFS,Fino Payments Bank,1.6,74.75,23.95,0.45,24.4
2021-01-09,2021,1,NFS,Tamilnaad Mercantile Bank,1.43,78.85,16.7,3.44,20.14
2021-01-09,2021,1,NFS,Kerala Gramin Bank,1.37,80.7,18.22,0.42,18.64
2021-01-09,2021,1,NFS,Fincare Small Finance Bank Limited,1.36,68.93,30.23,0.14,30.37
2021-01-09,2021,1,NFS,Andhra Pradesh Grameena Vikas Bank,1.27,68.56,29.62,1.18,30.8
2021-01-09,2021,1,NFS,Yes Bank - Prepaid - YP2,1.15,66.38,32.46,0.35,32.81
2021-01-09,2021,1,NFS,Karnataka Gramin Bank (Erstwhile Pragathi Krishna Gramin Bank),1.12,74.33,23.86,1.1,24.96
2021-01-09,2021,1,NFS,Baroda U.P. Bank (Erstwhile Purvanchal Bank),1.01,81.78,15.69,1.54,17.23
2021-01-09,2021,1,NFS,Saraswat Co-operative Bank,0.95,90.63,7.46,0.66,8.12
2021-01-09,2021,1,NFS,Maharashtra Gramin Bank,0.87,78.5,16.4,4.07,20.47
2021-01-09,2021,1,NFS,DBS Bank India Limited,0.83,80.63,17.58,0.74,18.319999999999997
2021-01-09,2021,1,NFS,Standard Chartered Bank,0.8,85.98,8.52,4.3,12.82
2021-01-09,2021,1,NFS,Citibank,0.76,90.79,7.32,0.57,7.890000000000001
2021-01-09,2021,1,NFS,DBS Bank India Limited Erstwhile LVB,0.7,82.43,15.86,0.79,16.65
2021-01-09,2021,1,NFS,AU Small Finance Bank,0.7,76.37,22.21,0.4,22.61
2021-01-09,2021,1,NFS,AGT,0.69,63.2,21.02,15.12,36.14
2021-01-09,2021,1,NFS,Jana Small Finance Bank Ltd.,0.69,68.1,30.29,0.86,31.15
2021-01-09,2021,1,NFS,Equitas Small Finance Bank Limited,0.67,84.51,14.29,0.32,14.61
2021-01-09,2021,1,NFS,RBL Bank Limited,0.65,88.08,9.87,1.0,10.87
2021-01-09,2021,1,AEPS,State Bank of India,63.44,71.41,20.19,7.08,27.270000000000003
2021-01-09,2021,1,AEPS,Punjab National Bank,20.03,82.44,14.46,1.71,16.17
2021-01-09,2021,1,AEPS,Bank of Baroda,17.72,67.77,28.84,2.11,30.95
2021-01-09,2021,1,AEPS,Central Bank of India,14.87,85.96,10.39,2.24,12.63
2021-01-09,2021,1,AEPS,Union Bank of India,14.06,81.45,13.4,3.86,17.26
2021-01-09,2021,1,AEPS,Bank of India,11.51,78.52,17.11,2.96,20.07
2021-01-09,2021,1,AEPS,Indian Bank,10.93,64.32,24.37,5.54,29.91
2021-01-09,2021,1,AEPS,Canara Bank,6.78,84.13,12.93,1.64,14.57
2021-01-09,2021,1,AEPS,Uttar Bihar Grameen Bank,5.28,60.16,12.03,26.61,38.64
2021-01-09,2021,1,AEPS,Baroda Uttar Pradesh Gramin Bank,5.16,81.98,14.85,1.73,16.58
2021-01-09,2021,1,AEPS,Allahabad Bank,4.85,69.2,23.75,4.1,27.85
2021-01-09,2021,1,AEPS,Dakshin Bihar Gramin Bank erstwhile Madhya Bihar Gramin Bank,4.44,81.94,13.89,2.59,16.48
2021-01-09,2021,1,AEPS,UCO Bank,4.29,79.09,16.11,3.43,19.54
2021-01-09,2021,1,AEPS,India Post Payment Bank,4.07,77.57,17.81,3.35,21.16
2021-01-09,2021,1,AEPS,Indian Overseas Bank,3.35,83.4,8.46,6.76,15.22
2021-01-09,2021,1,AEPS,Purvanchal Gramin Bank,2.95,47.24,37.07,14.34,51.41
2021-01-09,2021,1,AEPS,Baroda Rajasthan Kshetriya Gramin Bank,2.85,82.69,13.62,2.25,15.87
2021-01-09,2021,1,AEPS,Chhattisgarh Rajya Gramin Bank,2.78,71.96,16.46,10.16,26.62
2021-01-09,2021,1,AEPS,Madhya Pradesh Gramin Bank erstwhile Narmada Jhabua Gramin Bank,2.45,85.06,10.26,3.17,13.43
2021-01-09,2021,1,AEPS,Bangiya Gramin Vikash Bank,2.36,62.23,11.48,25.1,36.58
2021-01-09,2021,1,AEPS,Karnataka Gramin Bank erstwhile Pragathi Krishna Gramin Bank,2.26,83.48,12.04,3.44,15.479999999999999
2021-01-09,2021,1,AEPS,Prathma UP Gramin Bank erstwhile Sarva UP Gramin Bank,2.17,83.03,13.35,2.18,15.53
2021-01-09,2021,1,AEPS,Bank of Maharashtra,2.1,81.96,14.53,2.01,16.54
2021-01-09,2021,1,AEPS,Rajasthan Marudhara Gramin Bank,1.75,82.99,12.3,3.24,15.540000000000001
2021-01-09,2021,1,AEPS,Utkal Gramin Bank,1.66,81.85,12.81,4.14,16.95
2021-01-09,2021,1,AEPS,Aryavart Bank erstwhile Gramin Bank of Aryavart,1.58,60.82,35.4,2.34,37.739999999999995
2021-01-09,2021,1,AEPS,ICICI Bank,1.43,76.26,19.91,2.55,22.46
2021-01-09,2021,1,AEPS,Madhyanchal Gramin Bank,1.34,78.55,15.21,4.84,20.05
2021-01-09,2021,1,AEPS,Indusind Bank,1.34,77.42,14.8,6.77,21.57
2021-01-09,2021,1,AEPS,HDFC Bank,1.22,69.89,26.94,2.05,28.990000000000002
2021-01-09,2021,1,AEPS,Punjab & Sind Bank,1.15,64.4,15.04,19.06,34.099999999999994
2021-01-09,2021,1,AEPS,Airtel Payment Bank,1.09,74.34,19.75,4.76,24.509999999999998
2021-01-09,2021,1,AEPS,Jharkhand Rajya Gramin Bank erstwhile Vananchal Gramin Bank,1.08,74.53,18.08,6.01,24.089999999999996
2021-01-09,2021,1,AEPS,IDBI Bank,1.0,72.17,19.43,7.18,26.61
2021-01-09,2021,1,AEPS,Tripura Gramin Bank,0.94,49.82,22.34,26.71,49.05
2021-01-09,2021,1,AEPS,Andhra Pradesh Grameena Vikash Bank,0.93,81.16,13.73,3.88,17.61
2021-01-09,2021,1,AEPS,Fino Payments Bank,0.92,81.32,16.23,1.44,17.67
2021-01-09,2021,1,AEPS,Baroda Gujarat Gramin Bank,0.82,78.66,16.85,2.9,19.75
2021-01-09,2021,1,AEPS,Karnataka Vikas Grameena Bank,0.82,80.54,15.63,2.76,18.39
2021-01-09,2021,1,AEPS,Odisha Gramya Bank,0.75,81.51,12.54,4.72,17.259999999999998
2021-01-09,2021,1,AEPS,Axis Bank,0.71,73.12,24.28,1.6,25.880000000000003
2021-01-09,2021,1,AEPS,Andhra Pragathi Grameena Bank,0.61,80.7,12.93,5.2,18.13
2021-01-09,2021,1,AEPS,Paytm Payments Bank,0.6,83.93,12.4,2.52,14.92
2021-01-09,2021,1,AEPS,Sarva Haryana Gramin Bank,0.58,80.76,12.52,5.48,18.0
2021-01-09,2021,1,AEPS,Uttar Banga Kshetriya Gramin Bank,0.52,82.17,14.83,1.66,16.49
2021-01-09,2021,1,AEPS,Telangana Grameena Bank,0.5,86.01,9.36,3.28,12.639999999999999
2021-01-09,2021,1,AEPS,Punjab Gramin Bank,0.41,72.18,24.34,1.67,26.009999999999998
2021-01-09,2021,1,AEPS,IDFC First Bank,0.39,69.86,9.18,19.85,29.03
2021-01-09,2021,1,AEPS,TamilNadu Grama Bank erstwhile Pallavan Grama Bank,0.36,76.5,14.1,8.11,22.21
2021-01-09,2021,1,AEPS,Karnataka Bank,0.32,55.69,37.24,5.94,43.18
2021-01-12,2021,1,NFS,State Bank of India,111.28,85.01,13.66,0.48,14.14
2021-01-12,2021,1,NFS,Union Bank Of India,36.74,83.89,14.75,0.42,15.17
2021-01-12,2021,1,NFS,Canara Bank,32.37,80.14,18.55,0.5,19.05
2021-01-12,2021,1,NFS,Bank Of Baroda,32.07,78.76,18.73,1.58,20.310000000000002
2021-01-12,2021,1,NFS,Punjab National Bank,29.62,82.8,14.73,1.52,16.25
2021-01-12,2021,1,NFS,Indian Bank,25.28,81.11,16.68,1.33,18.009999999999998
2021-01-12,2021,1,NFS,HDFC Bank,25.23,86.4,12.36,0.15,12.51
2021-01-12,2021,1,NFS,Bank Of India,23.31,80.02,17.06,2.07,19.13
2021-01-12,2021,1,NFS,ICICI Bank,17.73,86.32,12.43,0.29,12.719999999999999
2021-01-12,2021,1,NFS,Axis Bank,14.1,87.4,10.17,1.32,11.49
2021-01-12,2021,1,NFS,Central Bank of India,13.3,78.51,19.36,1.26,20.62
2021-01-12,2021,1,NFS,Indian Overseas Bank,10.48,82.45,15.85,0.8,16.65
2021-01-12,2021,1,NFS,UCO Bank,9.01,78.7,15.3,5.17,20.47
2021-01-12,2021,1,NFS,Bank of Maharashtra,8.81,80.96,15.68,2.45,18.13
2021-01-12,2021,1,NFS,Federal Bank,8.1,86.35,12.32,0.51,12.83
2021-01-12,2021,1,NFS,Kotak Mahindra Bank,7.42,79.18,17.55,2.34,19.89
2021-01-12,2021,1,NFS,IDBI Bank,6.11,83.59,14.53,0.88,15.41
2021-01-12,2021,1,NFS,Indusind Bank,5.72,86.82,11.97,0.36,12.33
2021-01-12,2021,1,NFS,Karnataka Bank,4.26,80.98,16.7,1.5,18.2
2021-01-12,2021,1,NFS,Karur Vysya Bank,4.08,84.91,13.16,0.97,14.13
2021-01-12,2021,1,NFS,Ujjivan Small Finance Bank Limited,3.71,78.21,20.27,0.71,20.98
2021-01-12,2021,1,NFS,Paytm Payments Bank Ltd,3.04,81.07,16.62,1.42,18.04
2021-01-12,2021,1,NFS,IDFC,2.86,86.73,11.76,0.51,12.27
2021-01-12,2021,1,NFS,Yes Bank Ltd,2.79,88.11,10.63,0.25,10.88
2021-01-12,2021,1,NFS,Bandhan Bank limited,2.75,81.16,17.81,0.18,17.99
2021-01-12,2021,1,NFS,The South Indian Bank,2.6,83.74,13.83,1.6,15.43
2021-01-12,2021,1,NFS,Punjab and Sind Bank,2.16,72.45,21.79,4.81,26.599999999999998
2021-01-12,2021,1,NFS,Department of Post,1.94,75.23,20.32,3.72,24.04
2021-01-12,2021,1,NFS,Fino Payments Bank,1.89,76.46,22.39,0.32,22.71
2021-01-12,2021,1,NFS,Jammu and Kashmir Bank,1.87,82.54,16.25,0.15,16.4
2021-01-12,2021,1,NFS,City Union Bank,1.8,81.92,15.48,1.63,17.11
2021-01-12,2021,1,NFS,Andhra Pradesh Grameena Vikas Bank,1.75,59.87,30.45,9.16,39.61
2021-01-12,2021,1,NFS,ESAF Small Finance Bank,1.67,77.3,21.29,0.65,21.939999999999998
2021-01-12,2021,1,NFS,Kerala Gramin Bank,1.6,82.01,17.04,0.34,17.38
2021-01-12,2021,1,NFS,Tamilnaad Mercantile Bank,1.56,76.09,20.51,2.5,23.01
2021-01-12,2021,1,NFS,Fincare Small Finance Bank Limited,1.44,71.64,27.33,0.32,27.65
2021-01-12,2021,1,NFS,Yes Bank ? Prepaid ? YP2,1.16,70.55,28.35,0.3,28.650000000000002
2021-01-12,2021,1,NFS,Pragathi Krishna Gramin Bank,1.12,77.02,21.91,0.4,22.31
2021-01-12,2021,1,NFS,Saraswat Co-operative Bank,1.01,86.96,11.07,0.89,11.96
2021-01-12,2021,1,NFS,Maharashtra Gramin Bank,0.1,80.36,16.13,2.49,18.619999999999997
2021-01-12,2021,1,NFS,Andhra Pragathi Grameena Bank,0.89,58.54,18.81,22.04,40.849999999999994
2021-01-12,2021,1,NFS,Standard Chartered Bank,0.86,85.61,12.52,0.7,13.219999999999999
2021-01-12,2021,1,NFS,Citibank,0.85,87.18,11.28,0.32,11.6
2021-01-12,2021,1,NFS,DBS Bank,0.81,82.04,16.19,0.71,16.900000000000002
2021-01-12,2021,1,NFS,Equitas Small Finance Bank Ltd.,0.8,84.8,13.61,0.68,14.29
2021-01-12,2021,1,NFS,AU Small Finance Bank,0.78,76.65,20.09,2.26,22.35
2021-01-12,2021,1,NFS,RBL Bank Limited,0.69,85.19,13.48,0.34,13.82
2021-01-12,2021,1,NFS,Lakshmi Vilas Bank,0.69,81.64,15.01,2.46,17.47
2021-01-12,2021,1,NFS,Chhattisgarh  Gramin Bank,0.69,78.15,16.77,4.23,21.0
2021-01-12,2021,1,NFS,Karnataka Vikas Grameena Bank,0.63,70.96,15.72,12.6,28.32
2021-01-12,2021,1,AEPS,State Bank of India,68.99,72.75,22.53,3.34,25.87
2021-01-12,2021,1,AEPS,Punjab National Bank,23.97,81.82,13.87,2.8,16.669999999999998
2021-01-12,2021,1,AEPS,Union Bank of India,24.91,87.03,9.72,2.2,11.920000000000002
2021-01-12,2021,1,AEPS,Central Bank of India,17.82,81.83,13.98,2.76,16.740000000000002
2021-01-12,2021,1,AEPS,Bank of Baroda,18.75,63.54,33.2,2.33,35.53
2021-01-12,2021,1,AEPS,Indian Bank,16.7,74.86,17.07,6.7,23.77
2021-01-12,2021,1,AEPS,Bank of India,12.06,80.85,16.68,1.03,17.71
2021-01-12,2021,1,AEPS,Canara Bank,7.84,84.88,12.68,0.87,13.549999999999999
2021-01-12,2021,1,AEPS,Baroda Uttar Pradesh Gramin Bank,7.36,70.51,22.7,5.71,28.41
2021-01-12,2021,1,AEPS,Bangiya Gramin Vikash Bank,6.33,37.76,4.89,56.03,60.92
2021-01-12,2021,1,AEPS,Dakshin Bihar Gramin Bank erstwhile Madhya Bihar Gramin Bank,4.94,84.01,12.17,2.22,14.39
2021-01-12,2021,1,AEPS,Uttar Bihar Grameen Bank,4.93,77.39,12.12,9.07,21.189999999999998
2021-01-12,2021,1,AEPS,UCO Bank,5.07,78.28,16.93,3.28,20.21
2021-01-12,2021,1,AEPS,India Post Payment Bank,5.07,73.18,16.31,9.17,25.479999999999997
2021-01-12,2021,1,AEPS,Baroda Rajasthan Kshetriya Gramin Bank,2.99,83.26,14.0,1.58,15.58
2021-01-12,2021,1,AEPS,Indian Overseas Bank,3.36,87.03,9.06,2.36,11.42
2021-01-12,2021,1,AEPS,Chhattisgarh Rajya Gramin Bank,2.51,71.86,15.2,11.55,26.75
2021-01-12,2021,1,AEPS,Prathma UP Gramin Bank erstwhile Sarva UP Gramin Bank,2.55,82.98,12.11,3.42,15.53
2021-01-12,2021,1,AEPS,Madhya Pradesh Gramin Bank erstwhile Narmada Jhabua Gramin Bank,2.33,87.15,10.27,1.19,11.459999999999999
2021-01-12,2021,1,AEPS,Aryavart Bank erstwhile Gramin Bank of Aryavart,2.61,75.37,22.76,0.83,23.59
2021-01-12,2021,1,AEPS,HDFC Bank,2.78,86.53,11.73,1.1,12.83
2021-01-12,2021,1,AEPS,Rajasthan Marudhara Gramin Bank,1.89,72.75,12.89,13.04,25.93
2021-01-12,2021,1,AEPS,Bank of Maharashtra,2.11,78.83,13.48,6.09,19.57
2021-01-12,2021,1,AEPS,Madhyanchal Gramin Bank,1.96,77.59,12.38,8.86,21.240000000000002
2021-01-12,2021,1,AEPS,Karnataka Gramin Bank erstwhile Pragathi Krishna Gramin Bank,1.65,82.95,14.12,0.99,15.11
2021-01-12,2021,1,AEPS,ICICI Bank,1.56,76.79,17.45,4.4,21.85
2021-01-12,2021,1,AEPS,Utkal Gramin Bank,1.44,76.26,11.86,10.49,22.35
2021-01-12,2021,1,AEPS,Jharkhand Rajya Gramin Bank erstwhile Vananchal Gramin Bank,1.34,71.05,15.34,12.37,27.71
2021-01-12,2021,1,AEPS,Andhra Pradesh Grameena Vikash Bank,1.31,80.69,12.83,4.68,17.509999999999998
2021-01-12,2021,1,AEPS,Airtel Payment Bank,1.32,74.09,17.78,6.85,24.630000000000003
2021-01-12,2021,1,AEPS,Indusind Bank,1.3,82.97,14.21,1.51,15.72
2021-01-12,2021,1,AEPS,Punjab & Sind Bank,1.06,73.22,19.9,5.55,25.45
2021-01-12,2021,1,AEPS,Purvanchal Gramin Bank,1.21,44.18,17.45,37.71,55.16
2021-01-12,2021,1,AEPS,Uttar Banga Kshetriya Gramin Bank,0.96,86.36,9.26,2.84,12.1
2021-01-12,2021,1,AEPS,Axis Bank,1.1,82.57,15.39,1.2,16.59
2021-01-12,2021,1,AEPS,IDBI Bank,0.91,78.17,16.08,4.29,20.369999999999997
2021-01-12,2021,1,AEPS,Tripura Gramin Bank,0.87,47.39,17.53,33.69,51.22
2021-01-12,2021,1,AEPS,Fino Payments Bank,0.9,74.14,18.34,6.29,24.63
2021-01-12,2021,1,AEPS,Andhra Pragathi Grameena Bank,0.83,82.76,12.64,3.13,15.77
2021-01-12,2021,1,AEPS,Baroda Gujarat Gramin Bank,0.73,79.28,15.87,3.71,19.58
2021-01-12,2021,1,AEPS,Sarva Haryana Gramin Bank,0.58,82.53,12.8,3.27,16.07
2021-01-12,2021,1,AEPS,Telangana Grameena Bank,0.69,84.65,7.96,5.55,13.51
2021-01-12,2021,1,AEPS,Federal Bank,0.71,94.66,3.77,0.85,4.62
2021-01-12,2021,1,AEPS,Paytm Payments Bank,0.64,81.96,13.53,3.22,16.75
2021-01-12,2021,1,AEPS,Odisha Gramya Bank,0.49,83.37,11.09,3.96,15.05
2021-01-12,2021,1,AEPS,Karnataka Vikas Grameena Bank,0.53,79.84,14.22,3.85,18.07
2021-01-12,2021,1,AEPS,Punjab Gramin Bank,0.35,70.28,26.1,2.0,28.1
2021-01-12,2021,1,AEPS,IDFC First Bank,0.37,71.76,14.38,12.63,27.01
2021-01-12,2021,1,AEPS,TamilNadu Grama Bank erstwhile Pallavan Grama Bank,0.32,70.2,12.59,13.78,26.369999999999997
2021-01-12,2021,1,AEPS,Saptagiri Grameena Bank,0.28,70.81,24.27,3.48,27.75
2022-01-01,2022,1,NFS,State Bank of India,104.33,85.15,13.45,0.51,13.959999999999999
2022-01-01,2022,1,NFS,Union Bank Of India,35.31,82.47,15.6,0.99,16.59
2022-01-01,2022,1,NFS,Canara Bank,30.54,79.26,19.6,0.35,19.950000000000003
2022-01-01,2022,1,NFS,Bank Of Baroda,30.3,81.57,16.09,1.34,17.43
2022-01-01,2022,1,NFS,Punjab National Bank,27.03,84.49,14.21,0.3,14.510000000000002
2022-01-01,2022,1,NFS,Indian Bank,24.72,81.19,16.79,1.17,17.96
2022-01-01,2022,1,NFS,HDFC Bank,23.31,86.28,12.28,0.35,12.629999999999999
2022-01-01,2022,1,NFS,Bank Of India,22.05,81.76,16.58,0.77,17.349999999999998
2022-01-01,2022,1,NFS,ICICI Bank,15.74,86.56,12.21,0.25,12.46
2022-01-01,2022,1,NFS,Axis Bank,13.91,86.89,10.16,1.83,11.99
2022-01-01,2022,1,NFS,Central Bank of India,13.51,72.99,21.09,5.1,26.189999999999998
2022-01-01,2022,1,NFS,Indian Overseas Bank,9.95,82.17,15.74,1.21,16.95
2022-01-01,2022,1,NFS,Bank of Maharashtra,8.59,81.21,15.95,1.94,17.89
2022-01-01,2022,1,NFS,UCO Bank,8.58,81.51,15.16,2.48,17.64
2022-01-01,2022,1,NFS,Federal Bank,7.71,85.51,12.54,1.1,13.639999999999999
2022-01-01,2022,1,NFS,Kotak Mahindra Bank,6.88,81.96,16.75,0.29,17.04
2022-01-01,2022,1,NFS,IDBI Bank,5.73,83.59,14.55,0.84,15.39
2022-01-01,2022,1,NFS,Indusind Bank,5.59,85.9,11.67,1.6,13.27
2022-01-01,2022,1,NFS,Karnataka Bank,4.07,79.07,17.65,2.47,20.119999999999997
2022-01-01,2022,1,NFS,Ujjivan Small Finance Bank Limited,3.77,79.01,19.42,0.75,20.17
2022-01-01,2022,1,NFS,Karur Vysya Bank,3.75,85.72,12.88,0.43,13.31
2022-01-01,2022,1,NFS,Paytm Payments Bank Ltd,2.92,82.86,15.93,0.31,16.24
2022-01-01,2022,1,NFS,IDFC,2.79,86.94,11.6,0.46,12.06
2022-01-01,2022,1,NFS,Yes Bank Ltd,2.65,88.18,10.67,0.13,10.8
2022-01-01,2022,1,NFS,Bandhan Bank limited,2.6,82.12,16.65,0.36,17.009999999999998
2022-01-01,2022,1,NFS,The South Indian Bank,2.37,83.55,13.67,1.93,15.6
2022-01-01,2022,1,NFS,Department of Post,2.01,72.48,24.72,2.11,26.83
2022-01-01,2022,1,NFS,Fino Payments Bank,1.92,77.42,21.4,0.31,21.709999999999997
2022-01-01,2022,1,NFS,Punjab and Sind Bank,1.89,76.36,20.85,1.79,22.64
2022-01-01,2022,1,NFS,Andhra Pradesh Grameena Vikas Bank,1.75,62.38,29.36,7.66,37.019999999999996
2022-01-01,2022,1,NFS,Jammu and Kashmir Bank,1.73,82.53,16.35,0.1,16.450000000000003
2022-01-01,2022,1,NFS,City Union Bank,1.7,81.29,16.63,1.15,17.779999999999998
2022-01-01,2022,1,NFS,ESAF Small Finance Bank,1.52,77.25,21.31,0.69,22.0
2022-01-01,2022,1,NFS,Kerala Gramin Bank,1.48,81.69,17.02,0.63,17.65
2022-01-01,2022,1,NFS,Tamilnaad Mercantile Bank,1.46,77.6,19.23,2.24,21.47
2022-01-01,2022,1,NFS,Fincare Small Finance Bank Limited,1.27,69.05,30.14,0.1,30.240000000000002
2022-01-01,2022,1,NFS,Yes Bank ? Prepaid ? YP2,1.19,71.21,27.7,0.28,27.98
2022-01-01,2022,1,NFS,Pragathi Krishna Gramin Bank,1.12,76.92,21.87,0.49,22.36
2022-01-01,2022,1,NFS,Maharashtra Gramin Bank,0.98,80.89,15.72,2.41,18.130000000000003
2022-01-01,2022,1,NFS,Saraswat Co-operative Bank,0.96,85.36,12.95,0.63,13.58
2022-01-01,2022,1,NFS,Andhra Pragathi Grameena Bank,0.85,64.44,20.13,14.73,34.86
2022-01-01,2022,1,NFS,Equitas Small Finance Bank Ltd.,0.81,85.06,13.49,0.52,14.01
2022-01-01,2022,1,NFS,Standard Chartered Bank,0.78,86.32,12.22,0.33,12.55
2022-01-01,2022,1,NFS,AU Small Finance Bank,0.75,83.74,14.36,0.78,15.139999999999999
2022-01-01,2022,1,NFS,DBS Bank,0.72,82.52,15.84,0.59,16.43
2022-01-01,2022,1,NFS,Citibank,0.69,87.66,10.93,0.23,11.16
2022-01-01,2022,1,NFS,Chhattisgarh  Gramin Bank,0.68,79.62,16.75,2.8,19.55
